PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33127447","Learning multimorbidity patterns from electronic health records using Non-negative Matrix Factorisation","Hassaine A, Canoy D, Solares JRA, Zhu Y, Rao S, Li Y, Zottoli M, Rahimi K, Salimi-Khorshidi G.","J Biomed Inform. 2020 Dec;112:103606. doi: 10.1016/j.jbi.2020.103606. Epub 2020 Oct 27.","Hassaine A","J Biomed Inform","2020","2020/10/31","","","10.1016/j.jbi.2020.103606"
"31351136","Readmission prediction using deep learning on electronic health records","Ashfaq A, Sant'Anna A, Lingman M, Nowaczyk S.","J Biomed Inform. 2019 Sep;97:103256. doi: 10.1016/j.jbi.2019.103256. Epub 2019 Jul 24.","Ashfaq A","J Biomed Inform","2019","2019/07/28","","","10.1016/j.jbi.2019.103256"
"32930711","Representation of EHR data for predictive modeling: a comparison between UMLS and other terminologies","Rasmy L, Tiryaki F, Zhou Y, Xiang Y, Tao C, Xu H, Zhi D.","J Am Med Inform Assoc. 2020 Oct 1;27(10):1593-1599. doi: 10.1093/jamia/ocaa180.","Rasmy L","J Am Med Inform Assoc","2020","2020/09/15","PMC7647355","","10.1093/jamia/ocaa180"
"29174994","Learning bundled care opportunities from electronic medical records","Chen Y, Kho AN, Liebovitz D, Ivory C, Osmundson S, Bian J, Malin BA.","J Biomed Inform. 2018 Jan;77:1-10. doi: 10.1016/j.jbi.2017.11.014. Epub 2017 Nov 22.","Chen Y","J Biomed Inform","2018","2017/11/28","PMC5771885","NIHMS925849","10.1016/j.jbi.2017.11.014"
"32388549","Using word embeddings to improve the privacy of clinical notes","Abdalla M, Abdalla M, Rudzicz F, Hirst G.","J Am Med Inform Assoc. 2020 Jun 1;27(6):901-907. doi: 10.1093/jamia/ocaa038.","Abdalla M","J Am Med Inform Assoc","2020","2020/05/11","PMC7309261","","10.1093/jamia/ocaa038"
"32989459","Generating sequential electronic health records using dual adversarial autoencoder","Lee D, Yu H, Jiang X, Rogith D, Gudala M, Tejani M, Zhang Q, Xiong L.","J Am Med Inform Assoc. 2020 Jul 1;27(9):1411-1419. doi: 10.1093/jamia/ocaa119.","Lee D","J Am Med Inform Assoc","2020","2020/09/29","PMC7647348","","10.1093/jamia/ocaa119"
"29928997","Prediction task guided representation learning of medical codes in EHR","Cui L, Xie X, Shen Z.","J Biomed Inform. 2018 Aug;84:1-10. doi: 10.1016/j.jbi.2018.06.013. Epub 2018 Jun 19.","Cui L","J Biomed Inform","2018","2018/06/22","","","10.1016/j.jbi.2018.06.013"
"30771483","Statistical outbreak detection by joining medical records and pathogen similarity","Miller JK, Chen J, Sundermann A, Marsh JW, Saul MI, Shutt KA, Pacey M, Mustapha MM, Harrison LH, Dubrawski A.","J Biomed Inform. 2019 Mar;91:103126. doi: 10.1016/j.jbi.2019.103126. Epub 2019 Feb 13.","Miller JK","J Biomed Inform","2019","2019/02/17","PMC6424617","NIHMS1521564","10.1016/j.jbi.2019.103126"
"31916973","Deep learning for electronic health records: A comparative review of multiple deep neural architectures","Ayala Solares JR, Diletta Raimondi FE, Zhu Y, Rahimian F, Canoy D, Tran J, Pinho Gomes AC, Payberah AH, Zottoli M, Nazarzadeh M, Conrad N, Rahimi K, Salimi-Khorshidi G.","J Biomed Inform. 2020 Jan;101:103337. doi: 10.1016/j.jbi.2019.103337.","Ayala Solares JR","J Biomed Inform","2020","2020/01/10","","","10.1016/j.jbi.2019.103337"
"32620950","Characterizing outpatient problem list completeness and duplications in the electronic health record","Wang EC, Wright A.","J Am Med Inform Assoc. 2020 Aug 1;27(8):1190-1197. doi: 10.1093/jamia/ocaa125.","Wang EC","J Am Med Inform Assoc","2020","2020/07/05","PMC7481031","","10.1093/jamia/ocaa125"
"29854155","The Dependence of Machine Learning on Electronic Medical Record Quality","Ho LV, Ledbetter D, Aczon M, Wetzel R.","AMIA Annu Symp Proc. 2018 Apr 16;2017:883-891. eCollection 2017.","Ho LV","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977633","",""
"32308819","Determination of Marital Status of Patients from Structured and Unstructured Electronic Healthcare Data","Bucher BT, Shi J, Pettit RJ, Ferraro J, Chapman WW, Gundlapalli A.","AMIA Annu Symp Proc. 2020 Mar 4;2019:267-274. eCollection 2019.","Bucher BT","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153091","",""
"33611523","Improving the delivery of palliative care through predictive modeling and healthcare informatics","Murphree DH, Wilson PM, Asai SW, Quest DJ, Lin Y, Mukherjee P, Chhugani N, Strand JJ, Demuth G, Mead D, Wright B, Harrison A, Soleimani J, Herasevich V, Pickering BW, Storlie CB.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1065-1073. doi: 10.1093/jamia/ocaa211.","Murphree DH","J Am Med Inform Assoc","2021","2021/02/21","PMC8661428","","10.1093/jamia/ocaa211"
"31678588","Deep learning predicts extreme preterm birth from electronic health records","Gao C, Osmundson S, Velez Edwards DR, Jackson GP, Malin BA, Chen Y.","J Biomed Inform. 2019 Dec;100:103334. doi: 10.1016/j.jbi.2019.103334. Epub 2019 Oct 31.","Gao C","J Biomed Inform","2019","2019/11/04","PMC6899197","NIHMS1542324","10.1016/j.jbi.2019.103334"
"33120431","Clinical concept extraction using transformers","Yang X, Bian J, Hogan WR, Wu Y.","J Am Med Inform Assoc. 2020 Dec 9;27(12):1935-1942. doi: 10.1093/jamia/ocaa189.","Yang X","J Am Med Inform Assoc","2020","2020/10/29","PMC7727351","","10.1093/jamia/ocaa189"
"32929458","Electronic health record-based disease surveillance systems: A systematic literature review on challenges and solutions","Aliabadi A, Sheikhtaheri A, Ansari H.","J Am Med Inform Assoc. 2020 Dec 9;27(12):1977-1986. doi: 10.1093/jamia/ocaa186.","Aliabadi A","J Am Med Inform Assoc","2020","2020/09/15","PMC7727341","","10.1093/jamia/ocaa186"
"32734166","Machine learning for early detection of sepsis: an internal and temporal validation study","Bedoya AD, Futoma J, Clement ME, Corey K, Brajer N, Lin A, Simons MG, Gao M, Nichols M, Balu S, Heller K, Sendak M, O'Brien C.","JAMIA Open. 2020 Apr 11;3(2):252-260. doi: 10.1093/jamiaopen/ooaa006. eCollection 2020 Jul.","Bedoya AD","JAMIA Open","2020","2020/08/01","PMC7382639","","10.1093/jamiaopen/ooaa006"
"33711540","FeARH: Federated machine learning with anonymous random hybridization on electronic medical records","Cui J, Zhu H, Deng H, Chen Z, Liu D.","J Biomed Inform. 2021 May;117:103735. doi: 10.1016/j.jbi.2021.103735. Epub 2021 Mar 9.","Cui J","J Biomed Inform","2021","2021/03/12","","","10.1016/j.jbi.2021.103735"
"30825539","Distributed learning from multiple EHR databases: Contextual embedding models for medical events","Li Z, Roberts K, Jiang X, Long Q.","J Biomed Inform. 2019 Apr;92:103138. doi: 10.1016/j.jbi.2019.103138. Epub 2019 Feb 27.","Li Z","J Biomed Inform","2019","2019/03/03","PMC6533615","NIHMS1024140","10.1016/j.jbi.2019.103138"
"32308875","Using Natural Language Processing to improve EHR Structured Data-based Surgical Site Infection Surveillance","Shi J, Liu S, Pruitt LCC, Luppens CL, Ferraro JP, Gundlapalli AV, Chapman WW, Bucher BT.","AMIA Annu Symp Proc. 2020 Mar 4;2019:794-803. eCollection 2019.","Shi J","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153106","",""
"34695581","Estimating redundancy in clinical text","Searle T, Ibrahim Z, Teo J, Dobson R.","J Biomed Inform. 2021 Dec;124:103938. doi: 10.1016/j.jbi.2021.103938. Epub 2021 Oct 23.","Searle T","J Biomed Inform","2021","2021/10/25","","","10.1016/j.jbi.2021.103938"
"31158554","Statistical supervised meta-ensemble algorithm for medical record linkage","Vo K, Jonnagaddala J, Liaw ST.","J Biomed Inform. 2019 Jul;95:103220. doi: 10.1016/j.jbi.2019.103220. Epub 2019 May 31.","Vo K","J Biomed Inform","2019","2019/06/04","","","10.1016/j.jbi.2019.103220"
"31870949","The impact of extraneous features on the performance of recurrent neural network models in clinical tasks","Laksana E, Aczon M, Ho L, Carlin C, Ledbetter D, Wetzel R.","J Biomed Inform. 2020 Feb;102:103351. doi: 10.1016/j.jbi.2019.103351. Epub 2019 Dec 20.","Laksana E","J Biomed Inform","2020","2019/12/25","","","10.1016/j.jbi.2019.103351"
"31591640","Integrating pharmacogenomics into the electronic health record by implementing genomic indicators","Caraballo PJ, Sutton JA, Giri J, Wright JA, Nicholson WT, Kullo IJ, Parkulo MA, Bielinski SJ, Moyer AM.","J Am Med Inform Assoc. 2020 Jan 1;27(1):154-158. doi: 10.1093/jamia/ocz177.","Caraballo PJ","J Am Med Inform Assoc","2020","2019/10/09","PMC6913212","","10.1093/jamia/ocz177"
"32298292","Development of a prediction model for hypotension after induction of anesthesia using machine learning","Kang AR, Lee J, Jung W, Lee M, Park SY, Woo J, Kim SH.","PLoS One. 2020 Apr 16;15(4):e0231172. doi: 10.1371/journal.pone.0231172. eCollection 2020.","Kang AR","PLoS One","2020","2020/04/17","PMC7162491","","10.1371/journal.pone.0231172"
"32308824","Predicting Adverse Drug Reactions on Distributed Health Data using Federated Learning","Choudhury O, Park Y, Salonidis T, Gkoulalas-Divanis A, Sylla I, Das AK.","AMIA Annu Symp Proc. 2020 Mar 4;2019:313-322. eCollection 2019.","Choudhury O","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153050","",""
"32308812","Evaluating the Portability of an NLP System for Processing Echocardiograms: A Retrospective, Multi-site Observational Study","Adekkanattu P, Jiang G, Luo Y, Kingsbury PR, Xu Z, Rasmussen LV, Pacheco JA, Kiefer RC, Stone DJ, Brandt PS, Yao L, Zhong Y, Deng Y, Wang F, Ancker JS, Campion TR, Pathak J.","AMIA Annu Symp Proc. 2020 Mar 4;2019:190-199. eCollection 2019.","Adekkanattu P","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153064","",""
"31529095","What health records data are required for accurate prediction of suicidal behavior?","Simon GE, Shortreed SM, Johnson E, Rossom RC, Lynch FL, Ziebell R, Penfold ARB.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1458-1465. doi: 10.1093/jamia/ocz136.","Simon GE","J Am Med Inform Assoc","2019","2019/09/19","PMC6857508","","10.1093/jamia/ocz136"
"34662350","Natural language processing for cognitive therapy: Extracting schemas from thought records","Burger F, Neerincx MA, Brinkman WP.","PLoS One. 2021 Oct 18;16(10):e0257832. doi: 10.1371/journal.pone.0257832. eCollection 2021.","Burger F","PLoS One","2021","2021/10/18","PMC8523074","","10.1371/journal.pone.0257832"
"32134444","Investigating the impact of disease and health record duration on the eMERGE algorithm for rheumatoid arthritis","Kronzer VL, Wang L, Liu H, Davis JM, Sparks JA, Crowson CS.","J Am Med Inform Assoc. 2020 Apr 1;27(4):601-605. doi: 10.1093/jamia/ocaa014.","Kronzer VL","J Am Med Inform Assoc","2020","2020/03/06","PMC7647254","","10.1093/jamia/ocaa014"
"33340326","Building the evidence-base to reduce electronic health record-related clinician burden","Dymek C, Kim B, Melton GB, Payne TH, Singh H, Hsiao CJ.","J Am Med Inform Assoc. 2021 Apr 23;28(5):1057-1061. doi: 10.1093/jamia/ocaa238.","Dymek C","J Am Med Inform Assoc","2021","2020/12/19","PMC8068419","","10.1093/jamia/ocaa238"
"34363664","Improving domain adaptation in de-identification of electronic health records through self-training","Liao S, Kiros J, Chen J, Zhang Z, Chen T.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2093-2100. doi: 10.1093/jamia/ocab128.","Liao S","J Am Med Inform Assoc","2021","2021/08/07","PMC8449604","","10.1093/jamia/ocab128"
"32783923","Distant supervision for medical concept normalization","Pattisapu N, Anand V, Patil S, Palshikar G, Varma V.","J Biomed Inform. 2020 Sep;109:103522. doi: 10.1016/j.jbi.2020.103522. Epub 2020 Aug 9.","Pattisapu N","J Biomed Inform","2020","2020/08/14","PMC7415240","","10.1016/j.jbi.2020.103522"
"29854161","Framing Electronic Medical Records as Polylingual Documents in Query Expansion","Huang EW, Wang S, Lee DJ, Zhang R, Liu B, Zhou X, Zhai C.","AMIA Annu Symp Proc. 2018 Apr 16;2017:940-949. eCollection 2017.","Huang EW","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977599","",""
"32298847","Neural negated entity recognition in Spanish electronic health records","Santiso S, Pérez A, Casillas A, Oronoz M.","J Biomed Inform. 2020 May;105:103419. doi: 10.1016/j.jbi.2020.103419. Epub 2020 Apr 13.","Santiso S","J Biomed Inform","2020","2020/04/17","","","10.1016/j.jbi.2020.103419"
"32941600","Using informatics to improve cancer surveillance","Blumenthal W, Alimi TO, Jones SF, Jones DE, Rogers JD, Benard VB, Richardson LC.","J Am Med Inform Assoc. 2020 Jul 1;27(9):1488-1495. doi: 10.1093/jamia/ocaa149.","Blumenthal W","J Am Med Inform Assoc","2020","2020/09/17","PMC7647312","","10.1093/jamia/ocaa149"
"32768446","Clinical concept extraction: A methodology review","Fu S, Chen D, He H, Liu S, Moon S, Peterson KJ, Shen F, Wang L, Wang Y, Wen A, Zhao Y, Sohn S, Liu H.","J Biomed Inform. 2020 Sep;109:103526. doi: 10.1016/j.jbi.2020.103526. Epub 2020 Aug 6.","Fu S","J Biomed Inform","2020","2020/08/10","PMC7746475","NIHMS1622924","10.1016/j.jbi.2020.103526"
"31747623","Data mining techniques utilizing latent class models to evaluate emergency department revisits","Ben-Assuli O, Vest JR.","J Biomed Inform. 2020 Jan;101:103341. doi: 10.1016/j.jbi.2019.103341. Epub 2019 Nov 17.","Ben-Assuli O","J Biomed Inform","2020","2019/11/21","","","10.1016/j.jbi.2019.103341"
"34791282","Natural language inference for curation of structured clinical registries from unstructured text","Percha B, Pisapati K, Gao C, Schmidt H.","J Am Med Inform Assoc. 2021 Dec 28;29(1):97-108. doi: 10.1093/jamia/ocab243.","Percha B","J Am Med Inform Assoc","2021","2021/11/18","PMC8714278","","10.1093/jamia/ocab243"
"29986107","Research use of electronic health records: patients' perspectives on contact by researchers","Brelsford KM, Spratt SE, Beskow LM.","J Am Med Inform Assoc. 2018 Sep 1;25(9):1122-1129. doi: 10.1093/jamia/ocy087.","Brelsford KM","J Am Med Inform Assoc","2018","2018/07/10","PMC6118867","","10.1093/jamia/ocy087"
"31135882","A study of deep learning approaches for medication and adverse drug event extraction from clinical text","Wei Q, Ji Z, Li Z, Du J, Wang J, Xu J, Xiang Y, Tiryaki F, Wu S, Zhang Y, Tao C, Xu H.","J Am Med Inform Assoc. 2020 Jan 1;27(1):13-21. doi: 10.1093/jamia/ocz063.","Wei Q","J Am Med Inform Assoc","2020","2019/05/29","PMC6913210","","10.1093/jamia/ocz063"
"32287266","Pregnancy and health in the age of the Internet: A content analysis of online ""birth club"" forums","Wexler A, Davoudi A, Weissenbacher D, Choi R, O'Connor K, Cummings H, Gonzalez-Hernandez G.","PLoS One. 2020 Apr 14;15(4):e0230947. doi: 10.1371/journal.pone.0230947. eCollection 2020.","Wexler A","PLoS One","2020","2020/04/15","PMC7156049","","10.1371/journal.pone.0230947"
"31651956","Imputation and characterization of uncoded self-harm in major mental illness using machine learning","Kumar P, Nestsiarovich A, Nelson SJ, Kerner B, Perkins DJ, Lambert CG.","J Am Med Inform Assoc. 2020 Jan 1;27(1):136-146. doi: 10.1093/jamia/ocz173.","Kumar P","J Am Med Inform Assoc","2020","2019/10/26","PMC7647246","","10.1093/jamia/ocz173"
"33313899","High-throughput phenotyping with temporal sequences","Estiri H, Strasser ZH, Murphy SN.","J Am Med Inform Assoc. 2021 Mar 18;28(4):772-781. doi: 10.1093/jamia/ocaa288.","Estiri H","J Am Med Inform Assoc","2021","2020/12/14","PMC7973443","","10.1093/jamia/ocaa288"
"32817624","Using de-identified electronic health records to research mental health supported housing services: A feasibility study","Dalton-Locke C, Thygesen JH, Werbeloff N, Osborn D, Killaspy H.","PLoS One. 2020 Aug 20;15(8):e0237664. doi: 10.1371/journal.pone.0237664. eCollection 2020.","Dalton-Locke C","PLoS One","2020","2020/08/21","PMC7444482","","10.1371/journal.pone.0237664"
"30535151","Synthesizing electronic health records using improved generative adversarial networks","Baowaly MK, Lin CC, Liu CL, Chen KT.","J Am Med Inform Assoc. 2019 Mar 1;26(3):228-241. doi: 10.1093/jamia/ocy142.","Baowaly MK","J Am Med Inform Assoc","2019","2018/12/12","PMC7647178","","10.1093/jamia/ocy142"
"32949781","Extracting and classifying diagnosis dates from clinical notes: A case study","Fu JT, Sholle E, Krichevsky S, Scandura J, Campion TR.","J Biomed Inform. 2020 Oct;110:103569. doi: 10.1016/j.jbi.2020.103569. Epub 2020 Sep 16.","Fu JT","J Biomed Inform","2020","2020/09/19","","","10.1016/j.jbi.2020.103569"
"34350394","Evaluation of eye tracking for a decision support application","Visweswaran S, King AJ, Tajgardoon M, Calzoni L, Clermont G, Hochheiser H, Cooper GF.","JAMIA Open. 2021 Aug 2;4(3):ooab059. doi: 10.1093/jamiaopen/ooab059. eCollection 2021 Jul.","Visweswaran S","JAMIA Open","2021","2021/08/05","PMC8327376","","10.1093/jamiaopen/ooab059"
"32620945","Fold-stratified cross-validation for unbiased and privacy-preserving federated learning","Bey R, Goussault R, Grolleau F, Benchoufi M, Porcher R.","J Am Med Inform Assoc. 2020 Aug 1;27(8):1244-1251. doi: 10.1093/jamia/ocaa096.","Bey R","J Am Med Inform Assoc","2020","2020/07/05","PMC7647321","","10.1093/jamia/ocaa096"
"33094346","Integrity of clinical information in radiology reports documenting pulmonary nodules","Lacson R, Cochon L, Ching PR, Odigie E, Kapoor N, Gagne S, Hammer MM, Khorasani R.","J Am Med Inform Assoc. 2021 Jan 15;28(1):80-85. doi: 10.1093/jamia/ocaa209.","Lacson R","J Am Med Inform Assoc","2021","2020/10/23","PMC7810451","","10.1093/jamia/ocaa209"
"34617009","Predicting inpatient pharmacy order interventions using provider action data","Balestra M, Chen J, Iturrate E, Aphinyanaphongs Y, Nov O.","JAMIA Open. 2021 Oct 5;4(3):ooab083. doi: 10.1093/jamiaopen/ooab083. eCollection 2021 Jul.","Balestra M","JAMIA Open","2021","2021/10/07","PMC8490931","","10.1093/jamiaopen/ooab083"
"33594412","A high-throughput phenotyping algorithm is portable from adult to pediatric populations","Geva A, Liu M, Panickan VA, Avillach P, Cai T, Mandl KD.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1265-1269. doi: 10.1093/jamia/ocaa343.","Geva A","J Am Med Inform Assoc","2021","2021/02/17","PMC8661408","","10.1093/jamia/ocaa343"
"31951005","On classifying sepsis heterogeneity in the ICU: insight using machine learning","Ibrahim ZM, Wu H, Hamoud A, Stappen L, Dobson RJB, Agarossi A.","J Am Med Inform Assoc. 2020 Mar 1;27(3):437-443. doi: 10.1093/jamia/ocz211.","Ibrahim ZM","J Am Med Inform Assoc","2020","2020/01/18","PMC7025363","","10.1093/jamia/ocz211"
"34338801","A systematic review of automatic text summarization for biomedical literature and EHRs","Wang M, Wang M, Yu F, Yang Y, Walker J, Mostafa J.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2287-2297. doi: 10.1093/jamia/ocab143.","Wang M","J Am Med Inform Assoc","2021","2021/08/02","PMC8449627","","10.1093/jamia/ocab143"
"31192367","The number needed to benefit: estimating the value of predictive analytics in healthcare","Liu VX, Bates DW, Wiens J, Shah NH.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1655-1659. doi: 10.1093/jamia/ocz088.","Liu VX","J Am Med Inform Assoc","2019","2019/06/14","PMC6857505","","10.1093/jamia/ocz088"
"30815108","Ensemble-based Methods to Improve De-identification of Electronic Health Record Narratives","Kim Y, Heider P, Meystre S.","AMIA Annu Symp Proc. 2018 Dec 5;2018:663-672. eCollection 2018.","Kim Y","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371277","",""
"31349049","The value of missing information in severity of illness score development","Agor J, Özaltın OY, Ivy JS, Capan M, Arnold R, Romero S.","J Biomed Inform. 2019 Sep;97:103255. doi: 10.1016/j.jbi.2019.103255. Epub 2019 Jul 23.","Agor J","J Biomed Inform","2019","2019/07/27","","","10.1016/j.jbi.2019.103255"
"32196092","Accounting for data variability in multi-institutional distributed deep learning for medical imaging","Balachandar N, Chang K, Kalpathy-Cramer J, Rubin DL.","J Am Med Inform Assoc. 2020 May 1;27(5):700-708. doi: 10.1093/jamia/ocaa017.","Balachandar N","J Am Med Inform Assoc","2020","2020/03/21","PMC7309257","","10.1093/jamia/ocaa017"
"31009509","Predicting childhood obesity using electronic health records and publicly available data","Hammond R, Athanasiadou R, Curado S, Aphinyanaphongs Y, Abrams C, Messito MJ, Gross R, Katzow M, Jay M, Razavian N, Elbel B.","PLoS One. 2019 Apr 22;14(4):e0215571. doi: 10.1371/journal.pone.0215571. eCollection 2019.","Hammond R","PLoS One","2019","2019/04/23","PMC6476510","","10.1371/journal.pone.0215571"
"32935131","Reporting of demographic data and representativeness in machine learning models using electronic health records","Bozkurt S, Cahan EM, Seneviratne MG, Sun R, Lossio-Ventura JA, Ioannidis JPA, Hernandez-Boussard T.","J Am Med Inform Assoc. 2020 Dec 9;27(12):1878-1884. doi: 10.1093/jamia/ocaa164.","Bozkurt S","J Am Med Inform Assoc","2020","2020/09/16","PMC7727384","","10.1093/jamia/ocaa164"
"32548622","Dr. Agent: Clinical predictive model via mimicked second opinions","Gao J, Xiao C, Glass LM, Sun J.","J Am Med Inform Assoc. 2020 Jul 1;27(7):1084-1091. doi: 10.1093/jamia/ocaa074.","Gao J","J Am Med Inform Assoc","2020","2020/06/18","PMC7647368","","10.1093/jamia/ocaa074"
"34279630","Validation of an electronic trigger to measure missed diagnosis of stroke in emergency departments","Vaghani V, Wei L, Mushtaq U, Sittig DF, Bradford A, Singh H.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2202-2211. doi: 10.1093/jamia/ocab121.","Vaghani V","J Am Med Inform Assoc","2021","2021/07/19","PMC8449630","","10.1093/jamia/ocab121"
"33290879","Language models are an effective representation learning technique for electronic health record data","Steinberg E, Jung K, Fries JA, Corbin CK, Pfohl SR, Shah NH.","J Biomed Inform. 2021 Jan;113:103637. doi: 10.1016/j.jbi.2020.103637. Epub 2020 Dec 5.","Steinberg E","J Biomed Inform","2021","2020/12/08","PMC7863633","NIHMS1658174","10.1016/j.jbi.2020.103637"
"32396579","Using case-level context to classify cancer pathology reports","Gao S, Alawad M, Schaefferkoetter N, Penberthy L, Wu XC, Durbin EB, Coyle L, Ramanathan A, Tourassi G.","PLoS One. 2020 May 12;15(5):e0232840. doi: 10.1371/journal.pone.0232840. eCollection 2020.","Gao S","PLoS One","2020","2020/05/13","PMC7217446","","10.1371/journal.pone.0232840"
"34926996","Development of a repository of computable phenotype definitions using the clinical quality language","Brandt PS, Pacheco JA, Rasmussen LV.","JAMIA Open. 2021 Dec 3;4(4):ooab094. doi: 10.1093/jamiaopen/ooab094. eCollection 2021 Oct.","Brandt PS","JAMIA Open","2021","2021/12/20","PMC8672934","","10.1093/jamiaopen/ooab094"
"32360937","Cohort selection for clinical trials using multiple instance learning","Dai HJ, Wang FD, Chen CW, Su CH, Wu CS, Jonnagaddala J.","J Biomed Inform. 2020 Jul;107:103438. doi: 10.1016/j.jbi.2020.103438. Epub 2020 May 1.","Dai HJ","J Biomed Inform","2020","2020/05/04","","","10.1016/j.jbi.2020.103438"
"32858168","Clinical information extraction for preterm birth risk prediction","Sterckx L, Vandewiele G, Dehaene I, Janssens O, Ongenae F, De Backere F, De Turck F, Roelens K, Decruyenaere J, Van Hoecke S, Demeester T.","J Biomed Inform. 2020 Oct;110:103544. doi: 10.1016/j.jbi.2020.103544. Epub 2020 Aug 26.","Sterckx L","J Biomed Inform","2020","2020/08/29","","","10.1016/j.jbi.2020.103544"
"31610264","Deep representation learning for individualized treatment effect estimation using electronic health records","Chen P, Dong W, Lu X, Kaymak U, He K, Huang Z.","J Biomed Inform. 2019 Dec;100:103303. doi: 10.1016/j.jbi.2019.103303. Epub 2019 Oct 11.","Chen P","J Biomed Inform","2019","2019/10/15","","","10.1016/j.jbi.2019.103303"
